Eleição presidencial no Brasil em 1985
Brasil
Eleição presidencial no Brasil em 1994
15 de novembro
17 de dezembro
Fernando Collor
Luiz Inácio Lula da Silva
Partido da Reconstrução Nacional
Partido dos Trabalhadores
Rio de Janeiro
Rio de Janeiro (estado)
Garanhuns
Pernambuco
Itamar Franco
José Paulo Bisol
Partido Socialista Brasileiro (1985)
Presidente do Brasil
José Sarney
PMDB
Fernando Collor de Mello
1989
Lista de eleições presidenciais no Brasil
Constituição Federal de 1988
Vice-presidente do Brasil
Liberalismo
Agir (Brasil)
Sindicalismo
Trabalhismo
Leonel Brizola
Partido Democrático Trabalhista
Social-democracia
Mário Covas
Partido da Social Democracia Brasileira
Conservadorismo
Paulo Salim Maluf
Partido Democrático Social
Partido Progressista (Brasil)
Tancredo Neves
Ditadura militar no Brasil
Aliança Renovadora Nacional
Partido da Frente Liberal
União Brasil
Câmara dos Deputados
Ulysses Guimarães
Leônidas Pires Gonçalves
Ministério do Exército (Brasil)
Assembleia Nacional Constituinte de 1987
Partido Socialista Brasileiro
Partido Comunista - Seção Brasileira da Internacional Comunista
Partido Comunista do Brasil
Inflação
Dílson Funaro
Plano Cruzado
Plano Cruzado II
Plano Bresser
Luís Carlos Bresser Pereira
Maílson da Nóbrega
Militar
Jair Bolsonaro
O salário está baixo
Veja (revista)
Superior Tribunal Militar
Internet
Fundação de Amparo à Pesquisa do Estado de São Paulo
Oscar Sala
Universidade Federal do Rio de Janeiro
Laboratório Nacional de Computação Científica
Fernando Henrique Cardoso
Backbone
Eleição presidencial brasileira de 1960
Jânio Quadros
Partido Nacionalista (Brasil)
Proclamação da República Brasileira
Rede Globo
Críticas à Rede Globo
Campanha presidencial de Silvio Santos em 1989
Silvio Santos
Partido Municipalista Brasileiro
Armando Corrêa (político)
Marcondes Gadelha
Aureliano Chaves
Campanha presidencial de Fernando Collor em 1989
PRN
Partido Social Cristão
Partido Trabalhista Renovador
Partido Social Trabalhista (1988)
Lista de governadores de Alagoas
Senado Federal do Brasil
Minas Gerais
Affonso Camargo Neto
Partido Trabalhista Brasileiro (1979)
Paraná
Afif Domingos
Partido Liberal (1985)
Câmara dos Deputados do Brasil
São Paulo (estado)
Aluísio Pimenta
Partido Democrata Cristão (1985)
Antônio Pedreira
Partido do Povo Brasileiro
Democratas (Brasil)
Ministro das Minas e Energia
Cláudio Lembo
Celso Brant
Partido da Mobilização Nacional
Enéas Carneiro
Partido de Reedificação da Ordem Nacional
Partido Liberal Progressista
Governador de Alagoas
Alagoas
Fernando Gabeira
Partido Verde (Brasil)
Governador do Rio de Janeiro
Fernando Lyra
Campanha presidencial de Lula da Silva em 1989
Partido da Democracia Cristã do Brasil
Almir Gabriel
Marronzinho
Partido Social Progressista (1987)
Paulo Gontijo (engenheiro)
Partido do Povo (Brasil)
Paulo Maluf
Bonifácio de Andrada
Roberto Freire (político)
Sérgio Arouca
Ronaldo Caiado
Campanha presidencial de Ronaldo Caiado em 1989
Partido Social Democrático (1987)
Camillo Calazans de Magalhães
Partido Democrático Nacional
Movimento Democrático Brasileiro (1980)
Waldir Pires
Partido Comunitário Nacional
Partido Socialista (Brasil)
Partido Tancredista Nacional
Partido Municipalista Comunitário
Lista de prefeitos da cidade de São Paulo
São Paulo
Partido da Ação Social
Partido Nacional dos Aposentados do Brasil
Coligação partidária
Frente Brasil Popular (2015)
17 de julho
TV Bandeirantes São Paulo
Marília Gabriela
14 de agosto
15 de agosto
16 de outubro
5 de novembro
12 de novembro
TVS São Paulo
Boris Casoy
3 de dezembro
TV Manchete São Paulo
Alexandre Garcia
Eliakim Araújo
14 de dezembro
Jornal Nacional
Partido Trabalhista Cristão
Bonifácio José Tamm de Andrada
Guilherme Afif Domingos
Partido Liberal (Brasil)
Partido do Movimento Democrático Brasileiro
Partido Comunista Brasileiro
Partido Trabalhista Brasileiro
Partido da Reedificação da Ordem Nacional
Voto em branco
Voto nulo
Abstenção
Mário Covas Júnior
Acre
Amapá
Amazonas
Bahia
Ceará
Distrito Federal (Brasil)
Espírito Santo (estado)
Goiás
Maranhão
Mato Grosso
Mato Grosso do Sul
Pará
Paraíba
Piauí
Rio Grande do Norte
Rio Grande do Sul
Rondônia
Roraima
Santa Catarina
Sergipe
Tocantins
