1898
Biblioteca Nacional da Alemanha
Latim
Página
Texto
Manuscrito
Imagem
Ciência da informação
Monografia
Revista
Tesauro
Conhecimento
Coletivos
Impressão
Design de livros
Autor
Editor
Editora
Biblioteca
Livro dos Mortos
Mármore
Instruções de Churupaque
Poesia épica
Século II a.C.
Pergaminho
Couro
Pérgamo
Ásia Menor
Códex
Era Cristã
Códice
Leitura
Eneida
Virgílio
Augusto
Idade Média
Europa
Didático
Bíblia de Gutenberg
Antigo Testamento
Pontuação
Literatura
Madeira
1405
China
Johannes Gutenberg
1455
Tipos móveis
Imprensa
Tipografia
Minúscula carolíngia
Ostracismo
Aldus Manutius
Design gráfico
Livro digital
Encadernação
Século XX
Palmtop
Tablet
Editoração
Leitor
Editorial
Produção
Marketing
Designer
Original
Gráfica
Imposição
Caderno
Capa de livro
Google
6 de agosto
2010
Corunha
Galiza
Espanha
Anuário
Bibliografia
Dicionário
Enciclopédia
Guia turístico
Livro didático
Manual
Poesias
Prontuário
Relatório
Vade-mécum
1994
Harold Bloom
Cânone Ocidental
Otto Maria Carpeaux
História da Literatura Ocidental
Audiolivro
Bibliodiversidade
Encadernação artesanal
ISBN
Leitor de livros digitais
Tipos de encadernação industrial
Projeto Gutenberg
Wikimedia
Wiki
Domínio público
Dicionário Priberam da Língua Portuguesa
USP
História do Mundo
Exame (revista brasileira)
Wayback Machine
Umberto Eco
Jean-Claude Carrière
Estadão
José Mindlin
