1959
BID
Brasil
Ilan Goldfajn
Distrito de Colúmbia
Estados Unidos
Desenvolvimento econômico
América Latina
Caribe
OEA
Fundo Monetário Internacional
FMI
Banco Mundial
Organização das Nações Unidas
O Capital
Dólares
1988
Enrique V. Iglesias
2008
31 de maio
2005
Diplomacia
Luis Alberto Moreno
1 de outubro
União Europeia
Canadá
Japão
Israel
Croácia
Suíça
Argentina
México
Venezuela
Chile
Colômbia
Peru
Bahamas
Barbados
Costa Rica
Jamaica
Panamá
Suriname
Trinidad e Tobago
Uruguai
Belize
Bolívia
República Dominicana
Equador
El Salvador
Guatemala
Guiana
Haiti
Honduras
Nicarágua
Paraguai
Antonio Ortiz Mena
Banco Internacional para Reconstrução e Desenvolvimento
Banco Nacional de Desenvolvimento Econômico e Social
Enrique Valentín Iglesias García
Organização dos Estados Americanos
Antígua e Barbuda
Cuba
Dominica
Granada (país)
Santa Lúcia
São Cristóvão e Neves
São Vicente e Granadinas
Trindade e Tobago
Bandeira da Organização dos Estados Americanos
Carta da Organização dos Estados Americanos
Carta Democrática Interamericana
Estrutura da Organização dos Estados Americanos
Assembleia Geral da Organização dos Estados Americanos
Secretaria-geral da Organização dos Estados Americanos
Organização Pan-Americana da Saúde
Junta Interamericana de Defesa
Tratado Interamericano de Assistência Recíproca
Sistema Interamericano de Proteção aos Direitos Humanos
Convenção Americana sobre Direitos Humanos
Comissão Interamericana de Direitos Humanos
Corte Interamericana de Direitos Humanos
Instituto Interamericano da Criança
Cúpula das Américas
Capital Americana da Cultura
Pan-americanismo
