Brasil
Intervenção federal
União (Brasil)
Constituição brasileira de 1988
Governador
Presidente do Brasil
Emílio Garrastazu Médici
Floriano Peixoto
Getúlio Vargas
Michel Temer
Luiz Inácio Lula da Silva
Intervenção federal no Rio de Janeiro em 2018
Governo Federal do Brasil
Rio de Janeiro (estado)
Constituição Federal de 1988
Diário Oficial da União
Decreto
Segurança pública
Estado do Rio de Janeiro
Palácio da Alvorada
Rodrigo Maia
Eunício Oliveira
Luiz Fernando Pezão
General de exército
Walter Braga Netto
Comando Militar do Leste
Cidade do Rio de Janeiro
Jogos Olímpicos de Verão de 2016
Polícia Militar do Estado do Rio de Janeiro
Polícia Civil do Estado do Rio de Janeiro
Corpo de Bombeiros Militar do Estado do Rio de Janeiro
Intervenção federal em Roraima em 2018
Roraima
Antonio Denarium
Intervenção federal no Distrito Federal em 2023
Distrito Federal (Brasil)
Invasões na Praça dos Três Poderes em 2023
Governo Michel Temer
Ministério da Justiça
Ricardo Cappelli
União Nacional dos Estudantes
Câmara dos Deputados do Brasil
Partido Liberal (2006)
NOVO
Senado Federal do Brasil
10 de novembro
1937
Estado Novo (Brasil)
29 de outubro
1945
Constituição brasileira de 1946
Território Federal
Acre
Fernando de Noronha
Rondônia
Distrito Federal do Brasil (1891–1960)
17 de outubro
1969
ISO 3166-2:BR
Alagoas
Osman Loureiro
José Maria Correia das Neves
Ismar de Góis Monteiro
Amapá
Janary Gentil Nunes
Amazonas
Álvaro Botelho Maia
Bahia
Antônio Fernandes Dantas
Landulfo Alves
Renato Onofre Pinto Aleixo
Bulcão Viana
Ceará
Francisco de Meneses Pimentel
Benedito Augusto Carvalho dos Santos
Olímpio de Melo
Henrique Dodsworth
Espírito Santo (estado)
João Punaro Bley
Jones dos Santos Neves
Francisco Gil Castelo Branco
Ângelo Mendes de Moraes
Tristão de Alencar Araripe
Goiás
Pedro Ludovico Teixeira
Aluísio Ferreira
Território Federal do Iguaçu
João Garcez do Nascimento
Frederico Trotta
Maranhão
Paulo Martins de Sousa Ramos
Clodomir Cardoso
Mato Grosso
Júlio Strübing Müller
Jonir de Oliveira Souza
Minas Gerais
Benedito Valadares
Pará
José Carneiro da Gama Malcher
Miguel José de Almeida Pernambuco Filho
Joaquim de Magalhães Cardoso Barata
Paraíba
Argemiro de Figueiredo
Antônio Galdino Guedes
Rui Carneiro
Samuel Vital Duarte
Paraná
Manuel Ribas
Pernambuco
Amaro de Azambuja Vila Nova
Agamenon Magalhães
Etelvino Lins
Piauí
Leônidas de Castro Melo
Território Federal de Ponta Porã
Ramiro Noronha
Heitor Barcelos Collet
Ernâni do Amaral Peixoto
Rio Grande do Norte
Rafael Fernandes Gurjão
José Georgino Avelino
Miguel Seabra Fagundes
Rio Grande do Sul
Manuel de Cerqueira Daltro Filho
Maurício Cardoso
Cordeiro de Farias
Ernesto Dorneles
Santa Catarina
Nereu Ramos
São Paulo (estado)
José Joaquim Cardoso de Melo Neto
Francisco José da Silva Júnior
Ademar Pereira de Barros
Fernando de Sousa Costa
Sebastião Nogueira de Lima
Sergipe
Augusto Maynard Gomes
Francisco Leite Neto
Exame (revista brasileira)
Porto Alegre
19 de janeiro
1938
Santos
22 de maio
Acidente aéreo
