Brasil
Capuava (Mauá)
Segunda Guerra Mundial
Potências do Eixo
Alemanha Nazista
Império do Japão
Batalha de Stalingrado
Bacu
União Soviética
Manchukuo
Ataque a Pearl Harbor
Aliados da Segunda Guerra Mundial
Braskem
Etileno
Propileno
Polietileno
Elastômero
Refinaria Presidente Bernardes
Petrobras
Subsidiária
Union Carbide
Refinaria Isaac Sabbá
Manaus
Juscelino Kubitschek
Corporação Financeira Internacional
Debênture
Holding
Petroquisa
Polo Industrial de Camaçari
Polo Petroquímico do Sul
Gasolina de pirólise
Indústria química
Petroquímica União
International Standard Serial Number
International Standard Book Number
Wikilivros
Grande Enciclopédia Soviética
Gemeinsame Normdatei
Biblioteca Técnica Nacional de Praga
