1989
Domínio de topo
Domain name registry
Registro.br
Comitê Gestor da Internet no Brasil
Brasil
Site
CPF
CNPJ
Ensino superior
País
CcTLD
Internet
Número
Nome
Jon Postel
Fundação de Amparo à Pesquisa do Estado de São Paulo
Rede de computadores
BITNET
HEPnet
UUCP
Máquina
IP
DNS
Núcleo de Informação e Coordenação do Ponto BR
Kaspersky
Pessoa jurídica
Profissional liberal
Pessoas físicas
ONG
DNSSEC
.can.br
Wayback Machine
ISO 3166-1 alfa-2
.ac
.ad
.ae
.af
.ag
.ai
.al
.am
.ao
.aq
.ar
.as
.at
.au
.aw
.ax
.az
.ba
.bb
.bd
.be
.bf
.bg
.bh
.bi
.bj
.bm
.bn
.bo
.bs
.bt
.bw
.by
.bz
.ca
.cc
.cd
.cf
.cg
.ch
.ci
.ck
.cl
.cm
.cn
.co
.cr
.cu
.cv
.cw
.cx
.cy
.cz
.de
.dj
.dk
.dm
.do
.dz
.ec
.ee
.eg
.er
.es
.et
.eu
.fi
.fj
.fk
.fm
.fo
.fr
.ga
.gd
.ge
.gf
.gg
.gh
.gi
.gl
.gm
.gn
.gp
.gq
.gr
.gs
.gt
.gu
.gw
.gy
.hk
.hm
.hn
.hr
.ht
.hu
.id
.ie
.il
.im
.in
.io
.iq
.ir
.is
.it
.je
.jm
.jo
.jp
.ke
.kg
.kh
.ki
.km
.kn
.kp
.kr
.kw
.ky
.kz
.la
.lb
.lc
.li
.lk
.lr
.ls
.lt
.lu
.lv
.ly
.ma
.mc
.md
.me
.mg
.mh
.mk
.ml
.mm
.mn
.mo
.mp
.mq
.mr
.ms
.mt
.mu
.mv
.mw
.mx
.my
.mz
.na
.nc
.ne
.nf
.ng
.ni
.nl
.no
.np
.nr
.nu
.nz
.om
.pa
.pe
.pf
.pg
.ph
.pk
.pl
.pm
.pn
.pr
.ps
.pt
.pw
.py
.qa
.re
.ro
.rs
.ru
.rw
.sa
.sb
.sc
.sd
.se
.sg
.sh
.si
.sk
.sl
.sm
.sn
.so
.sr
.ss
.st
.su
.sv
.sx
.sy
.sz
.tc
.td
.tf
.tg
.th
.tj
.tk
.tl
.tm
.tn
.to
.tr
.tt
.tv
.tw
.tz
.ua
.ug
.uk
.us
.uy
.uz
.va
.vc
.ve
.vg
.vi
.vn
.vu
.wf
.ws
.ye
.yt
.za
.zm
.zw
Domínios de topo de código de país internacionalizados
Alfabeto cirílico
Alfabeto árabe
Alfabeto brâmico
Caracteres chineses
.бг
.бел
.ею
.мкд
.рф
.срб
.укр
Irã
Emirados Árabes Unidos
.հայ
Coreia do Sul
.bl
.bq
.eh
.mf
.bv
.gb
.sj
.an
.cs
.dd
.tp
.um
.yu
.zr
Domínio de topo genérico
