1462
Palos de la Frontera
Huelva (província)
Andaluzia
Espanha
1514
Sevilha
Sevilha (província)
Marinheiro
Explorador
Descobrimento do Brasil
Encyclopædia Britannica
Barsa
Cabo de Santo Agostinho (acidente geográfico)
Pernambuco
26 de janeiro
1500
Pedro Álvares Cabral
Porto Seguro
Fernando II de Aragão
5 de setembro
1501
América
Caravela
Niña
Primeira Viagem de Colombo
Martín Alonso Pinzón
Pinta (caravela)
Juan de la Cosa
Nau
Santa Maria (nau)
Cristóvão Colombo
Solar (habitação)
Península de Iucatã
Triana (Sevilha)
Catalunha
Reino de Aragão
1477
1479
Guerra de Sucessão de Castela
Trigo
Comarca
Cônego
Maravedi
Ilha de São Domingos
Gonzalo Fernández de Córdova
África
Nápoles
Argel
Túnis
Mapa de Juan de la Cosa
Cabo de Santo Agostinho
Ilha de Vera Cruz
Praia de Calhetas (Cabo de Santo Agostinho)
Região Metropolitana do Recife
Reis Católicos
Escrivão
Diego Fernández Colmenero
Eduardo Bueno
Duarte Leite
História da Colonização Portuguesa do Brasil
Pietro Martire d'Anghiera
Bartolomeu de las Casas
Tratado de Tordesilhas
Portugal
Colômbia
Povos indígenas do Brasil
Potiguaras
Rio Amazonas
Guianas
Mar do Caribe
Diego de Lepe
Gonzalo Fernández de Oviedo
Antonio de Herrera y Tordesillas
Especiarias
América do Sul
Venezuela
Alonso de Ojeda
Alhambra
Granada
Francisco Adolfo de Varnhagen
Ponta do Mucuripe
Fortaleza
Capistrano de Abreu
Cabo Orange
Guiana Francesa
Diogo Colombo
Juan Díaz de Solís
Golfo do México
Porto Rico
Toro (Espanha)
24 de abril
Leis de Burgos
Ilhas Molucas
Darién
Golfo de Paria
Colombia
Panamá
Costa Rica
Nicarágua
Honduras
Guatemala
Península de Yucatán
Azteca
Rio Oiapoque
Rio Araguari (Amapá)
Questão do Amapá
Suíça
Descobrimento da América
Descobrimentos espanhóis
Editora Objetiva
Wayback Machine
Biblioteca Virtual Miguel de Cervantes
2005
Base Virtual Internacional de Autoridade
Consortium of European Research Libraries
Academia Real de História da Espanha
Faceted Application of Subject Terminology
Gemeinsame Normdatei
Find a Grave
International Standard Name Identifier
Número de controle da Biblioteca do Congresso
Biblioteca Real dos Países Baixos
