1997
América
2003
2000
14 de abril
Capital Europeia da Cultura
Organização dos Estados Americanos
Parlamento Latino-americano
Parlamento Europeu
Maceió
Língua inglesa
Língua espanhola
Língua francesa
Língua portuguesa
Mérida (México)
Iquique
Cidade do Panamá
Curitiba
Santiago de Chile
Guadalajara (México)
Córdova (Argentina)
Cusco
Brasília
Asunción
Santo Domingo
Quito
São Luís (Maranhão)
Barranquilla
Colima
Mayagüez
Valdivia (cidade)
Anzoátegui
San Miguel de Allende
Punta Arenas
Zacatecas
Ibagué
Aguascalientes
Nayarit
Mérida
2001
2004
2006
2008
2009
2010
Capital Brasileira da Cultura
Capital Árabe da Cultura
México
Chile
Brasil
Panamá
Santiago (Chile)
Argentina
Peru
Paraguai
Assunção
República Dominicana
São Domingos (República Dominicana)
Equador
Colômbia
Porto Rico
Venezuela
Antígua e Barbuda
Bahamas
Barbados
Belize
Bolívia
Canadá
Costa Rica
Cuba
Dominica
Estados Unidos
El Salvador
Granada (país)
Guatemala
Guiana
Haiti
Honduras
Jamaica
Nicarágua
Santa Lúcia
São Cristóvão e Neves
São Vicente e Granadinas
Suriname
Trindade e Tobago
Uruguai
Bandeira da Organização dos Estados Americanos
Carta da Organização dos Estados Americanos
Carta Democrática Interamericana
Estrutura da Organização dos Estados Americanos
Assembleia Geral da Organização dos Estados Americanos
Secretaria-geral da Organização dos Estados Americanos
Organização Pan-Americana da Saúde
Junta Interamericana de Defesa
Tratado Interamericano de Assistência Recíproca
Sistema Interamericano de Proteção aos Direitos Humanos
Convenção Americana sobre Direitos Humanos
Comissão Interamericana de Direitos Humanos
Corte Interamericana de Direitos Humanos
Instituto Interamericano da Criança
Cúpula das Américas
Banco Interamericano de Desenvolvimento
Pan-americanismo
