1934
Transporte intermodal
Porta
Português brasileiro
Português europeu
Transporte
Caixa
Metal
Madeira
Navio
Trem
Comércio
Chineses
Árabes
Europeus
Mercadoria
Transporte terrestre
1957
Malcom McLean
Algodão
Porto de Nova Iorque
Transporte marítimo
Transporte fluvial
Transporte rodoviário
Ferrovia
Contentorização
Segunda Guerra Mundial
Navio porta-contentores
Porto de Roterdão
Estivador
Europa
China
Japão
Taiwan
EUA
Transporte multimodal
PIS
COFINS
ICMS
Porto (transporte)
Nova Jersey
Alimentos
Roupa
Ventilação
Aquecimento
Refrigeração
Tanque
Veículo
Gado
Ave
Pier
Pés
Mm
Porto de Singapura
Wikimedia
Ponte rolante
Palete
TEU (unidade de medida)
Ir para cima
Náutica
