1496
Viseu
Portugal
20 de outubro
1570
Pombal (Portugal)
Magnum opus
Tito Lívio
Santiago de Litém
20 de Outubro
Gramática
Língua portuguesa
Lopo de Barros
Corregedor
Entre Tejo e Guadiana
Corte (realeza)
Manuel I de Portugal
Descobrimentos Portugueses
Romances de cavalaria portugueses
"Crónica do Emperador Clarimundo, donde os Reys de Portugal descendem"
João III de Portugal
1521
Capitão
Fortaleza
São Jorge da Mina
1525
Tesoureiro
Casa da Índia
1528
Peste negra
1530
Pombal (freguesia)
Rhopicapneuma
Juan Luis Vives
Lisboa
1532
Feitor
Casa da Mina
Empório
Escrivão
1534
Brasil
França
Capitanias do Brasil
Ilhas Atlânticas
Açores
Madeira
Cabo Verde
Aires da Cunha
Capitania do Rio Grande
Capitania do Maranhão
Rio Tejo
Oriente
Fernando Álvares de Andrade
Capitania de Pernambuco
Duarte Coelho
Ancoradouro
Légua marítima
Capitania de Itamaracá
Baía da Traição
Antônio Cardoso de Barros
Capitania do Ceará
Ceará
Piauí
Maranhão
Pará
Pernambuco
Cabo de São Roque
Upaon-Açu
Fortificações de Nazaré
Antilhas Espanholas
Grammatica da Língua Portuguesa
Fernão de Oliveira
1536
Índia
1552
1553
1563
João Baptista Lavanha
Madrid
1615
Língua italiana
Veneza
Damião de Góis
Diogo do Couto
Século XVIII
1778
1788
1568
Sebastião de Portugal
Ásia
Padrão dos Descobrimentos
Crónica do Imperador Clarimundo
Grammatica da Língua Portuguesa com os Mandamentos da Santa Madre Igreja
Império Português
Renascimento
Capitães da Mina
Manuel Abranches de Soveral
Lista de governadores do Maranhão
Daniel de la Touche
Jerônimo de Albuquerque Maranhão
Antônio de Albuquerque Maranhão
Jácome Raimundo de Noronha
Bento Maciel Parente
Pedro de Albuquerque Melo
Francisco Coelho de Carvalho
André Vidal de Negreiros
Antônio de Albuquerque Coelho de Carvalho
Fernão Carrilho
Manuel Rolim de Moura Tavares
João Velasco de Molina
Bernardo Pereira de Berredo e Castro
João da Maia da Gama
João de Abreu Castelo Branco
Gonçalo Pereira Lobato e Sousa
Joaquim de Mello e Póvoas
"Diogo de Sousa, conde de Rio Pardo"
António de Saldanha da Gama
José Tomás de Meneses
Paulo José da Silva Gama
Francisco Homem de Magalhães Quevedo Pizarro
Bernardo da Silveira Pinto da Fonseca
Base Virtual Internacional de Autoridade
Biblioteca Apostólica Vaticana
Bibsys
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Grande Enciclopédia Soviética
Biblioteca Virtual Miguel de Cervantes
Consortium of European Research Libraries
CiNii
Encyclopædia Britannica
Faceted Application of Subject Terminology
Gemeinsame Normdatei
Find a Grave
Istituto centrale per il catalogo unico delle biblioteche italiane e per le informazioni bibliografiche
International Standard Name Identifier
Número de controle da Biblioteca do Congresso
Biblioteca Nacional da Dieta
Biblioteca Nacional da Austrália
Biblioteca Real dos Países Baixos
Sistema Universitário de Documentação
Enciclopédia Treccani
WikiTree
Biblioteca Nacional do Brasil
Enciclopédia Açoriana
Universidade Federal de Santa Catarina
Biblioteca Nacional de Portugal
Open Library
Biblioteca Nacional de Israel
Pontifícia Universidade São Tomás de Aquino
Universidade Pontifícia de Salamanca
