Coordenadas geográficas
Mapa-múndi
SP-255
Itaí
São Paulo (estado)
Rodovia
SP-75
Sorocaba
Jujuy (província)
Argentina
Latitude
Solstício
Declinação
Elipse
Zênite
Linha do equador
Zona tropical
Zona temperada
Oceano
Trópico de Câncer
Sol
Terra
Verão
Hemisfério (geografia)
Meio-dia
Fuso horário
Equador (linha)
Equinócio
Trópico
Hemisfério Sul
Inclinação
Eclíptica
Nutação
Meridiano de Greenwich
Oceano Atlântico
Namíbia
Botswana
África do Sul
Limpopo (África do Sul)
Moçambique
Gaza (província)
Inhambane (província)
Oceano Índico
Canal de Moçambique
Madagáscar
Toliara (província)
Fianarantsoa (província)
Austrália
Austrália Ocidental
Território do Norte
Queensland
Oceano Pacífico
Mar de Coral
Ilhas do Mar de Coral
Recifes Minerva
Tonga
Polinésia Francesa
Chile
Região de Antofagasta
Salta (província)
Formosa (província)
Paraguai
Boquerón (departamento)
Presidente Hayes (departamento)
Concepción (departamento do Paraguai)
San Pedro (departamento do Paraguai)
Amambay
Brasil
Mato Grosso do Sul
Paraná
Círculo Polar Antártico
Círculo Polar Ártico
Equador (Geografia)
Paralelo
Meridiano (geografia)
Hemisfério ocidental
Hemisfério oriental
Meridiano 30 E
Meridiano 60 E
Meridiano 90 E
Meridiano 120 E
Meridiano 150 E
Meridiano 180
Meridiano 30 W
Meridiano 60 W
Meridiano 90 W
Meridiano 120 W
Meridiano 150 W
Meridiano 5 E
Meridiano 15 E
Meridiano 25 E
Meridiano 35 E
Meridiano 45 E
Meridiano 55 E
Meridiano 65 E
Meridiano 75 E
Meridiano 85 E
Meridiano 95 E
Meridiano 105 E
Meridiano 115 E
Meridiano 125 E
Meridiano 135 E
Meridiano 145 E
Meridiano 155 E
Meridiano 165 E
Meridiano 175 E
Meridiano 5 W
Meridiano 15 W
Meridiano 25 W
Meridiano 35 W
Meridiano 45 W
Meridiano 55 W
Meridiano 65 W
Meridiano 75 W
Meridiano 85 W
Meridiano 95 W
Meridiano 105 W
Meridiano 115 W
Meridiano 125 W
Meridiano 135 W
Meridiano 145 W
Meridiano 155 W
Meridiano 165 W
Meridiano 175 W
Meridiano 10 E
Meridiano 20 E
Meridiano 40 E
Meridiano 50 E
Meridiano 70 E
Meridiano 80 E
Meridiano 100 E
Meridiano 110 E
Meridiano 130 E
Meridiano 140 E
Meridiano 160 E
Meridiano 170 E
Meridiano 10 W
Meridiano 20 W
Meridiano 40 W
Meridiano 50 W
Meridiano 70 W
Meridiano 80 W
Meridiano 100 W
Meridiano 110 W
Meridiano 130 W
Meridiano 140 W
Meridiano 160 W
Meridiano 170 W
Paralelo 10 N
Paralelo 20 N
Paralelo 30 N
Paralelo 40 N
Paralelo 50 N
Paralelo 60 N
Paralelo 70 N
Paralelo 80 N
Polo Norte
Paralelo 10 S
Paralelo 20 S
Paralelo 30 S
Paralelo 40 S
Paralelo 50 S
Paralelo 60 S
Paralelo 70 S
Paralelo 80 S
Polo Sul
Paralelo 5 N
Hemisfério norte
Paralelo 15 N
Paralelo 25 N
Paralelo 35 N
Paralelo 45 N
Paralelo 55 N
Paralelo 65 N
Paralelo 75 N
Oceano Ártico
Paralelo 5 S
Hemisfério sul
Paralelo 15 S
Paralelo 25 S
Paralelo 35 S
Paralelo 45 S
Paralelo 55 S
