1997
Sistema de informação
Localização
Banco de dados
Tiragem
Museu
Arte
Arquivo
Art & Architecture Thesaurus
Union List of Artist Names
Departamentos da França
História da arte
Linked data
Sistema de informação geográfica
Vocabulário controlado
Coordenadas geográficas
Geographic Names Information System
Conselho Sul-Africano de Nomes Geográficos
