Brasil
Força Aérea Brasileira
1946
São José dos Campos
São Paulo (estado)
Comando da Aeronáutica
Santos Dumont
Vale do Paraíba
1939
Exército Brasileiro
Rio de Janeiro (cidade)
Aeronáutica
1942
Ministério da Aeronáutica
1941
Casimiro Montenegro Filho
1943
Estados Unidos
1945
Instituto de Tecnologia de Massachusetts
Rodovia Presidente Dutra
29 de janeiro
São Paulo (cidade)
Brasília
Verba
1950
10 de setembro
10 de novembro
1971
Embraer
Embraer EMB-110 Bandeirante
Embraer Ipanema
Embraer EMB-400 Urupema
1970
2006
2009
ITA
Motor a álcool
Urna eletrônica
Instituto de Aeronáutica e Espaço
Instituto de Estudos Avançados
Embraer EMB-312 Tucano
Instituto Tecnológico de Aeronáutica
Centro de Lançamento de Alcântara
Centro de Lançamento da Barreira do Inferno
COMAER
Área
Metro quadrado
10 de março
2004
Memorial Aeroespacial Brasileiro
Organização não governamental
Empresa
Petrobras
Programa Espacial Brasileiro
1969
Lista de abreviaturas da Força Aérea Brasileira
Ir para cima
Wayback Machine
Intranet
Programa espacial brasileiro
Ciência e tecnologia no Brasil
Agência Espacial Brasileira
Comissão Nacional de Atividades Espaciais
Instituto Nacional de Pesquisas Espaciais
Associação Aeroespacial Brasileira
Grupo Executivo e de Trabalho e Estudos de Projetos Espaciais
Satélite de Coleta de Dados 1
Satélite de Coleta de Dados 2
CBERS-1
CBERS-2
CBERS-2B
CBERS-3
CBERS-4
Satélite de Reentrada Atmosférica
Amazonia 1
AESP-14
GOLDS-UFSC
SGDC
Galileo Solar Space Telescope
Foguete Sonda
VSB-30
Veículo Lançador de Satélites
Acidente de Alcântara
Veículo Lançador de Microssatélite
Programa Cruzeiro do Sul
VS-30
VS-40
VS-50
Fernando de Mendonça
Marcos Pontes
Missão Espacial Completa Brasileira
VLS-1 V01
VLS-1 V02
Missão Centenário
Soyuz TMA-8
Soyuz TMA-7
Garatéa-L
Alcântara Cyclone Space
Satélite Sino-Brasileiro de Recursos Terrestres
Flora Hiperspectral
Lista de agências espaciais
Argélia
África do Sul
Agência Espacial Nacional Sul-Africana
México
Agencia Espacial Mexicana
Canadá
Agência Espacial Canadiana
NASA
Agência Espacial Latino-Americana e Caribenha
Argentina
Comisión Nacional de Actividades Espaciales
Israel
Agência Espacial de Israel
China
Administração Espacial Nacional da China
Índia
Agência Indiana de Pesquisa Espacial
Japão
JAXA
União Europeia
Agência Espacial Europeia
Alemanha
Centro Aeroespacial Alemão
França
Centre National d'Études Spatiales
Itália
Agência Espacial Italiana
Reino Unido
UK Space Agency
Suécia
Agência Espacial Sueca
Áustria
Agência Espacial Austríaca
Portugal
Portugal Space
Rússia
Roscosmos
Ucrânia
Agência Espacial do Estado da Ucrânia
Austrália
Commonwealth Scientific and Industrial Research Organisation
