Globo terrestre
Rio Savannah
Baía de Hudson
Rio Churchill
Rio Colorado
Rio Columbia
Rio Yukon
Rio Sacramento
Golfo da Califórnia
Grand Canyon
Grandes Lagos da América do Norte
Bacia do rio Amazonas
Bacia do Paraná
Furacão Katrina
Grande Bacia
Deserto do Atacama
Floresta nublada
Neve
Tornado
Furacão
Tornado Alley
Norte-americano
Bermudas
Reino Unido
Gronelândia
Dinamarca
São Pedro e Miquelão
América Média
Antilhas
Belize
Costa Rica
El Salvador
Guatemala
Honduras
Nicarágua
Províncias Unidas da América Central
Colombia
Guiana
Suriname
Guiana Francesa
Ilhas Malvinas
Ilhas Falkland
Ilhas Geórgia do Sul e Sandwich do Sul
Fernando de Noronha
Trindade e Martim Vaz
Galápagos
Arquipélago Juan Fernández
Classe Média
Groelândia
Distrito de Columbia
Estados Confederados da América
Confederação
Arkansas
Florida
Georgia (estado)
Louisiana
Mississippi
North Carolina
South Carolina
Tennessee
Virginia
América Britânica
América do Norte Britânica
Newfoundland
República Federativa da América Central
América Anglo-Saxônica
Língua Espanhola
Ibero-América
Península Ibérica
América Espanhola
Aridoamérica
Oasisamérica
Lista de países da América por população
Línguas indígenas da América
História demográfica dos povos indígenas das Américas
Grupo étnico
Indígenas
Aleútas
Europeus
Espanhóis
Ingleses
Irlandeses
Portugueses
Franceses
Alemães
Neerlandeses
Asiáticos
Amarelos
Mestiços
Mulatos
NASA
Línguas
Línguas crioulas
Enclave
Crioulo haitiano
Anglo-americanos
Nahuatl
Aimará
Québec
Novo Brunswick
New Hampshire
Maine
Vermont
Sudoeste dos Estados Unidos
Vice-reinado da Nova Espanha
Imigração nos Estados Unidos
Língua oficial
Região Metropolitana da Cidade do México
Região Metropolitana de São Paulo
Lista das áreas metropolitanas das Américas por população
País
Região Metropolitana de Nova Iorque
Grande Buenos Aires
Região metropolitana de Los Angeles
Região Metropolitana do Rio de Janeiro
Região Metropolitana de Chicago
Região Metropolitana de Lima
Região Metropolitana de Bogotá
Região Metropolitana de Santiago
Soja
Cana-de-açúcar
Café
Laranja
Abacaxi
Limão
Algodão
Carne bovina
Carne de frango
Leite de vaca
Banco Mundial
Petróleo
Gás natural
Carvão
Indústria automobilística
Aço
Mineração
Ouro
Prata
Cobre
Platina
Minério de ferro
Zinco
Molibdênio
Lítio
Chumbo
Bauxita
Estanho
Manganês
Antimônio
Níquel
Nióbio
Rênio
Iodo
CIA
Antígua e Barbuda
Bahamas
Barbados
Dominica
Granada (país)
Jamaica
República Dominicana
Santa Lúcia
São Vicente e Granadinas
Trindade e Tobago
Trinidad e Tobago
Português brasileiro
Português europeu
Ilha Navassa
Ilhas Virgens Americanas
Ilhas Virgens Estadunidenses
Ilha de Clipperton
Saint Martin (França)
São Bartolomeu (coletividade)
Países Baixos
Aruba
Curaçau
São Martinho (Países Baixos)
Países Baixos Caribenhos
Anguila
Ilhas Virgens Britânicas
Ilhas Caimã
Monserrate (ilha)
Turcas e Caicos
Portugal
Ilha das Flores (Açores)
Corvo (Açores)
Guadalupe
Martinica
Bonaire
Saba
Santo Eustáquio (Países Baixos)
Noruega
Jan Mayen
Ilhas Geórgia do Sul e Sanduíche do Sul
Organização dos Estados Americanos
União de Nações Sul-Americanas
Grupo do Rio
Acordo de Livre Comércio da América do Norte
Área de Livre Comércio das Américas
Mercado Comum do Sul
Aliança Bolivariana para os Povos da Nossa América
Aliança para o Progresso
Associação dos Estados do Caribe
Comunidade do Caribe
Grupo de Contadora
Parlamento Centro-Americano
Cúpula das Américas
Mercado Comum Centro-Americano
Comunidade Andina de Nações
Futebol
Confederação Sul-Americana de Futebol
"Confederação de Futebol da América do Norte, Central e Caribe"
Copa Libertadores da América
Copa América
Liga dos Campeões da CONCACAF
Copa Ouro da CONCACAF
Copa do Mundo FIFA
Copa do Mundo FIFA de 1930
Copa do Mundo FIFA de 2014
Basquetebol
Voleibol
Basebol
Boxe
Artes marciais mistas
Jogos Pan-Americanos
Jogos Parapan-Americanos
Organização Desportiva Pan-Americana
Jogos Olímpicos de Verão
Jogos Olímpicos de Inverno
Capital Americana da Cultura
Lista de países americanos por Índice de Desenvolvimento Humano
Lista de Estados soberanos e territórios dependentes da América
Lista de povos indígenas na América por país e população
Dicionário Priberam da Língua Portuguesa
International Standard Book Number
Dicionário Onomástico Etimológico da Língua Portuguesa
Science News
United Nations
Ilhas Próximas
Ilhas Rat
Ilha de São Lourenço
Ilha Buldir
Augusto Carlos Teixeira de Aragão
Terra
América
Antártica
Oceânia
Afro-Eurásia
Eurásia
Austrália (continente)
Supercontinente
Gondwana
Laurásia
Pangeia
Panótia
Rodínia
Colúmbia (supercontinente)
Kenorland
Nena (supercontinente)
Ur (continente)
Vaalbara
Cráton Amazônico
Appalachia (continente)
Ártica (continente)
Asiamérica
Avalónia
Báltica
Placa cimeriana
Cráton do Congo
Euramérica
Laramidia
Laurência
Continente submerso
Planalto de Kerguelen
Zelândia (continente)
Pangeia Próxima
Amásia
Novopangaea
Atlântida
Lemúria
Mu (continente perdido)
Hiperbórea
Terra Australis
Subcontinente
Arábia
Subcontinente indiano
Fragmento continental
Protocontinente
Região
Magrebe
Norte de África
África Central
África Austral
África Ocidental
África Oriental
África subsariana
Cone Sul
Ásia Central
Ásia Oriental
Extremo Oriente
Ásia Setentrional
Sibéria
Ásia Meridional
Sudeste Asiático
Sudoeste Asiático
Europa Ocidental
Europa Central
Leste Europeu
Europa Setentrional
Europa meridional
Médio Oriente
Cáucaso
Levante (Mediterrâneo)
Australásia
Melanésia
Micronésia
Polinésia
Região polar
Oceanos
Oceano global
Oceano Índico
Oceano Antártico
Países da América
Lista de países da América
Ilhas Caimão
Ilhas Virgens dos Estados Unidos
São Martinho (França)
História da América Central
História da América do Norte
História da América do Sul
História da América Latina
História do Caribe
Descobrimento da América
Lista de períodos arqueológicos na Mesoamérica
História genética dos povos indígenas da América
Apaches
Cherokees
Povo dacota
Navajos
Sioux
História dos astecas
Chibchas
Quíchuas
Estado neoinca
Tupis
Guaranis
Contatos transoceânicos pré-colombianos
Missões jesuíticas na América
Intercâmbio colombiano
Paleoamericanos
Catástrofe demográfica
Colonização alemã da América
Colonização britânica da América
Colonização curlandesa da América
Colonização dinamarquesa da América
Colonização escocesa da América
Colonização espanhola da América
Colonização francesa da América
Colonização hospitalária da América
Colonização neerlandesa da América
Colonização portuguesa da América
Colonização russa da América
Colonização sueca da América
Colonização viquingue da América
Escravidão na América Latina
Escravidão nos Estados Unidos
História da descolonização da América
Bolivarianismo
Conferências Pan-Americanas
Imperialismo na América Latina
República das bananas
Crise da dívida externa latino-americana
Lista de conflitos na América do Norte
Guerra Anglo-Espanhola (1585–1604)
Revolução Americana
Guerra de Independência dos Estados Unidos
Rebelião de Saskatchewan
Guerra Anglo-Americana de 1812
Revolução do Texas
Guerra de Secessão
Crises na América Central
Guerras das Bananas
Guerra Civil da Guatemala
Revolução Cubana
Revolução Sandinista
Guerras de independência na América espanhola
Conflitos territoriais da América do Sul
Guerra Guaranítica
Guerra da Cisplatina
Guerra do Paraguai
Guerra do Chaco
Guerra das Malvinas
Lista de culturas pré-colombianas
Classificação dos povos indígenas da América
Línguas indígenas das Américas
América espanhola
América francófona
América portuguesa
Antilhas Espanholas
Antilhas francesas
Caribe anglófono
Países bolivarianos
Altiplano andino
América Andina
América Platina
Caribe sul-americano
Pantanal
Guianas
Llanos
Pampa
Patagónia
Sertão brasileiro
Grandes Antilhas
Ilhas Lucaias
Pequenas Antilhas
Ilhas de Sotavento (Caribe)
Ilhas de Barlavento (Caribe)
Pradarias canadenses
Noroeste Pacífico
Missões diplomáticas de Antígua e Barbuda
Missões diplomáticas da Argentina
Missões diplomáticas das Bahamas
Missões diplomáticas de Barbados
Missões diplomáticas de Belize
Missões diplomáticas da Bolívia
Missões diplomáticas do Brasil
Missões diplomáticas do Canadá
Missões diplomáticas do Chile
Missões diplomáticas da Colômbia
Missões diplomáticas da Costa Rica
Missões diplomáticas de Cuba
Missões diplomáticas da Dominica
Missões diplomáticas de El Salvador
Missões diplomáticas do Equador
Missões diplomáticas dos Estados Unidos
Missões diplomáticas de Granada
Missões diplomáticas da Guatemala
Missões diplomáticas da Guiana
Missões diplomáticas do Haiti
Missões diplomáticas de Honduras
Missões diplomáticas da Jamaica
Missões diplomáticas do México
Missões diplomáticas da Nicarágua
Missões diplomáticas do Panamá
Missões diplomáticas do Paraguai
Missões diplomáticas da República Dominicana
Missões diplomáticas do Peru
Missões diplomáticas de Santa Lúcia
Missões diplomáticas de São Cristóvão e Neves
Missões diplomáticas de São Vicente e Granadinas
Missões diplomáticas do Suriname
Missões diplomáticas de Trindade e Tobago
Missões diplomáticas do Uruguai
Missões diplomáticas da Venezuela
Lista das cidades mais populosas da América
Bogotá
Cidade do México
Lima
Nova Iorque
Santiago (Chile)
São Paulo
Belo Horizonte
Brasília
Buenos Aires
Cáli
Caracas
Chicago
Fortaleza
Guaiaquil
Havana
Houston
Los Angeles
Manaus
Medellín
Salvador
São Domingos (República Dominicana)
Toronto
Barquisimeto
Belém (Pará)
Campinas
Ciudad Juárez
Córdova (Argentina)
Curitiba
Ecatepec de Morelos
Filadélfia
Goiânia
Guadalajara (México)
Guarulhos
Manágua
Maracaibo
Montevidéu
Montreal
Phoenix (Arizona)
Porto Alegre
Puebla
Quito
Recife
Rosário (Argentina)
San Antonio
San Diego
Santa Cruz de la Sierra
Santiago de los Caballeros
São Gonçalo (Rio de Janeiro)
São Luís (Maranhão)
Tijuana
Valencia (Venezuela)
Soberania
América Central Insular
Arquipélago das Lucaias
Estados
"Santo André, Providência e Santa Catarina"
Nova Esparta
Dependências Federais da Venezuela
Território
Ilha de Navassa
Ilhas Cayman
Ilhas Turcas e Caicos
Base Virtual Internacional de Autoridade
Grande Enciclopédia Soviética
Encyclopædia Britannica
Faceted Application of Subject Terminology
Gemeinsame Normdatei
Número de controle da Biblioteca do Congresso
Arquivos Nacionais e Administração de Documentos
Biblioteca Nacional da Dieta
Enciclopédia Treccani
GeoNames
Getty Thesaurus of Geographic Names
Medical Subject Headings
Sistema Unificado de Linguagem Médica
