Brasil
Ademar Pereira de Barros
Amaury Antônio Pasos
Jogos Pan-Americanos de 1959
Estados Unidos
Canadá
Jogos Pan-Americanos de 1967
Jogos Pan-Americanos
Eventos multiesportivos
São Paulo (cidade)
20 de abril
5 de maio
USP
Guerra Fria
América
Crise dos mísseis de Cuba
Guerra nuclear
Terceira Guerra Mundial
Estádio do Pacaembu
Brasília
José Telles da Conceição
Goiânia
Uberlândia
Ribeirão Preto
Bandeira Olímpica
Basquetebol
1959
Hino Nacional Brasileiro
Pan-Americanos
Maria Esther Bueno
Maureen Schwartz
Jair Ventura Filho
Carlos Alberto Torres
Argentina nos Jogos Pan-Americanos de 1963
Antilhas Neerlandesas nos Jogos Pan-Americanos de 1963
Bahamas nos Jogos Pan-Americanos de 1963
Barbados nos Jogos Pan-Americanos de 1963
Brasil nos Jogos Pan-Americanos de 1963
Canadá nos Jogos Pan-Americanos de 1963
Chile nos Jogos Pan-Americanos de 1963
Cuba nos Jogos Pan-Americanos de 1963
El Salvador nos Jogos Pan-Americanos de 1963
Equador nos Jogos Pan-Americanos de 1963
Estados Unidos nos Jogos Pan-Americanos de 1963
Guatemala nos Jogos Pan-Americanos de 1963
Guiana nos Jogos Pan-Americanos de 1963
Jamaica nos Jogos Pan-Americanos de 1963
México nos Jogos Pan-Americanos de 1963
Panamá nos Jogos Pan-Americanos de 1963
Peru nos Jogos Pan-Americanos de 1963
Porto Rico nos Jogos Pan-Americanos de 1963
Trinidad e Tobago nos Jogos Pan-Americanos de 1963
Uruguai nos Jogos Pan-Americanos de 1963
Venezuela nos Jogos Pan-Americanos de 1963
Atletismo nos Jogos Pan-Americanos de 1963
Basquetebol nos Jogos Pan-Americanos de 1963
Beisebol nos Jogos Pan-Americanos de 1963
Boxe nos Jogos Pan-Americanos de 1963
Ciclismo nos Jogos Pan-Americanos de 1963
Esgrima nos Jogos Pan-Americanos de 1963
Futebol nos Jogos Pan-Americanos de 1963
Ginástica nos Jogos Pan-Americanos de 1963
Hipismo nos Jogos Pan-Americanos de 1963
Judô nos Jogos Pan-Americanos de 1963
Levantamento de peso nos Jogos Pan-Americanos de 1963
Lutas nos Jogos Pan-Americanos de 1963
Pentatlo moderno nos Jogos Pan-Americanos de 1963
Natação nos Jogos Pan-Americanos de 1963
Polo aquático nos Jogos Pan-Americanos de 1963
Remo nos Jogos Pan-Americanos de 1963
Saltos ornamentais nos Jogos Pan-Americanos de 1963
Tênis nos Jogos Pan-Americanos de 1963
Tiro esportivo nos Jogos Pan-Americanos de 1963
Vela nos Jogos Pan-Americanos de 1963
Voleibol nos Jogos Pan-Americanos de 1963
Estádio Alfredo Schürig
Estádio Nicolau Alayon
Ginásio do Ibirapuera
Ginásio Palestra Itália
Parque do Ibirapuera
Estádio Municipal de Beisebol Mie Nishi
Esporte Clube Pinheiros
Represa de Guarapiranga
Centro de Práticas Esportivas da Universidade de São Paulo
Universidade de São Paulo
Comitê Olímpico do Brasil
Rio de Janeiro (cidade)
Sylvio de Magalhães Padilha
ODEPA
Comitê Olímpico Internacional
Quadro de medalhas dos Jogos Pan-Americanos de 1963
Modalidades dos Jogos Pan-Americanos
Quadro de medalhas dos Jogos Pan-Americanos
Organização Desportiva Pan-Americana
Comitê Olímpico Nacional
Argentina
Jogos Pan-Americanos de 1951
México
Jogos Pan-Americanos de 1955
Colômbia
Jogos Pan-Americanos de 1971
Jogos Pan-Americanos de 1975
Porto Rico
Jogos Pan-Americanos de 1979
Venezuela
Jogos Pan-Americanos de 1983
Jogos Pan-Americanos de 1987
Cuba
Jogos Pan-Americanos de 1991
Jogos Pan-Americanos de 1995
Jogos Pan-Americanos de 1999
República Dominicana
Jogos Pan-Americanos de 2003
Jogos Pan-Americanos de 2007
Jogos Pan-Americanos de 2011
Jogos Pan-Americanos de 2015
Peru
Jogos Pan-Americanos de 2019
Chile
Jogos Pan-Americanos de 2023
Jogos Pan-Americanos de 2027
Jogos Pan-Americanos de Inverno
Jogos Pan-Americanos de Inverno de 1990
Jogos Pan-Americanos de Inverno de 1993
Jogos Pan-Americanos Júnior
Jogos Pan-Americanos Júnior de 2021
Paraguai
Jogos Pan-Americanos Júnior de 2025
Jogos Olímpicos Latino-Americanos
Jogos Olímpicos Pan-Americanos de 1937
Jogos Parapan-Americanos
São Paulo
Nado sincronizado nos Jogos Pan-Americanos de 1963
Anexo:Quadro de medalhas dos Jogos Pan-Americanos de 1963
