Brasil
1964
Minuto
Gênero cinematográfico
Faroeste
Diretor de cinema
Glauber Rocha
Produção cinematográfica
Luiz Paulino dos Santos
Roteirista
Walter Lima Jr.
Geraldo Del Rey
Yoná Magalhães
Maurício do Valle
Othon Bastos
Sérgio Ricardo
Diretor de arte
Figurino
Filme
Drama
Cinema novo
Monte Santo
Bahia
Associação Brasileira de Críticos de Cinema
Lista dos 100 melhores filmes brasileiros segundo a Abraccine
Cinema em Cena
Festival de Cannes
Vidas Secas (filme)
Nelson Pereira dos Santos
Lista de representantes brasileiros para o Oscar de melhor filme internacional
Oscar de melhor filme internacional
Oscar 1965
Seca
Lucro
Gado bovino
Corisco
Antônio das Mortes
Sérgia Ribeiro da Silva
Palma de Ouro
CartaCapital
G1
Cinema do Brasil
Barravento (filme)
Terra em Transe
O Dragão da Maldade contra o Santo Guerreiro
O Leão de Sete Cabeças
Cabezas cortadas
Câncer (filme)
Claro (filme)
A Idade da Terra
Pátio (filme)
Maranhão 66
Di-Glauber
Observatório Europeu do Audiovisual
IMDb
Rotten Tomatoes
AllMovie
AlloCiné
Cinémathèque Française
FilmAffinity
Letterboxd
Turner Classic Movies
The Movie Database
