Brasil
1931 no cinema
Minuto
Gênero cinematográfico
Filme de drama
Filme mudo
Diretor de cinema
Mário Peixoto
Produção cinematográfica
Roteirista
Carmen Santos
Cinédia
Festival de Cannes
Cinema mudo
Português brasileiro
Filme
Cinelândia
Rio de Janeiro (cidade)
Mangaratiba
América Latina
World Cinema Foundation
Martin Scorsese
Cinemateca Brasileira
Lista dos 100 melhores filmes brasileiros segundo a Abraccine
Associação Brasileira de Críticos de Cinema
Olga Breno
The Adventurer
O Cinema Falado
1986
Caetano Veloso
Adriana Calcanhoto
Adriana Partimpim
2004
David Bowie
Rio de Janeiro
Charlie Chaplin
Auditório Ibirapuera
São Paulo
Noruega
Naná Vasconcelos
Onde a Terra Acaba (documentário)
Sérgio Machado (cineasta)
International Standard Serial Number
Digital object identifier
Observatório Europeu do Audiovisual
Libreflix
IMDb
Rotten Tomatoes
AlloCiné
FilmAffinity
Letterboxd
Turner Classic Movies
The Movie Database
