Brasil
Direito
Organização
Personalidade jurídica
Direito brasileiro
Código Civil Brasileiro
Direito português
Código Civil Português
Imposto sobre o Rendimento de Pessoas Coletivas
Direito romano
Direito público
Direito privado
Direito canônico
Código de Direito Canônico
Dever jurídico
Pessoas físicas
Ordem jurídica
Estado
Pessoa física
Ato jurídico
Natureza jurídica
Contrato
Código Civil brasileiro
União (Brasil)
Estados do Brasil
Distrito Federal (Brasil)
Territórios federais do Brasil
Município (Brasil)
Autarquia
INSS
Fundação pública
Direito internacional público
Santa Sé
ONU
OEA
União Europeia
Mercosul
UNESCO
FAO
Sociedade de economia mista
Empresa pública
Fundação (instituição)
Associação
Cooperativa
Sociedade
Organização religiosa
Partidos políticos
EIRELI
Desconsideração da personalidade jurídica
Direito civil
Direito comercial
Direito empresarial
Direito societário
Sociedade empresária
Direitos da personalidade
Biblioteca Nacional Central de Florença
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Grande Enciclopédia Soviética
Gemeinsame Normdatei
Número de controle da Biblioteca do Congresso
Biblioteca Nacional da Dieta
Biblioteca Técnica Nacional de Praga
Enciclopédia Treccani
