Sua Excelência
Lista de presidentes do Brasil
Brasil
1 de janeiro
2011
31 de agosto
2016
Michel Temer
Luiz Inácio Lula da Silva
Novo Banco de Desenvolvimento
Incumbente
24 de março
2023
Marcos Troyjo
Lista de ministros-chefe da Casa Civil do Brasil
21 de junho
2005
31 de março
2010
José Dirceu
Erenice Guerra
Lista de ministros de Minas e Energia do Brasil
2003
Francisco Luiz Sibut Gomide
Silas Rondeau
Secretaria de estado
Rio Grande do Sul
1999
2 de novembro
2002
Olívio Dutra
Luiz Valdir Andres
1 de dezembro
1993
1995
Alceu Collares
Secretaria Municipal da Fazenda (Porto Alegre)
Porto Alegre
1986
24 de setembro
1988
14 de dezembro
1947
Belo Horizonte
Minas Gerais
Brasileiros
Alma mater
Universidade Federal do Rio Grande do Sul
Ordem do Mérito da Defesa
Carlos Araújo
Paula Rousseff
Partido Democrático Trabalhista
Partido dos Trabalhadores
Igreja Católica
Economista
Político
Infância e juventude de Dilma Rousseff
Início da carreira política de Dilma Rousseff
Luz para Todos
Programa Biodiesel
Blecaute na Ilha de Santa Catarina em 2003
Pasadena Refinery System Inc
Programa de Aceleração do Crescimento
"Minha Casa, Minha Vida"
Camada pré-sal
Escândalo dos cartões corporativos
Presidente do Brasil
Governo Dilma Rousseff
Campanha presidencial de Dilma Rousseff em 2010
Posse de Dilma Rousseff em 2011
Nova matriz econômica
Brasil sem Miséria
Pronatec
Protestos no Brasil em 2013
Relações entre Brasil e Estados Unidos
Mais Médicos
Posse de Dilma Rousseff em 2015
Crise econômica brasileira de 2014
Operação Lava Jato
Protestos contra o governo Dilma Rousseff
Impeachment de Dilma Rousseff
Linha do tempo do impeachment de Dilma Rousseff
Pesquisas de opinião sobre o impeachment de Dilma Rousseff
Votações no processo de impeachment de Dilma Rousseff
Lista de viagens presidenciais de Dilma Rousseff
Lista de leis sancionadas por Dilma Rousseff
Dilma Rousseff
BRICS
Xangai
China
Classe média alta
Socialismo
Golpe de Estado no Brasil em 1964
Luta armada contra a ditadura militar brasileira
Comando de Libertação Nacional
VAR-Palmares
Ditadura militar brasileira
Militar
Operação Bandeirante
Departamento de Ordem Política e Social
Fundação de Economia e Estatística Siegfried Emanuel Heuser
Governo Lula (2003–2011)
Ministério de Minas e Energia
Casa Civil (Brasil)
Eleição presidencial no Brasil em 2010
José Serra
Partido da Social Democracia Brasileira
Eleição presidencial no Brasil em 2014
Aécio Neves
PIB per capita
Taxa de desemprego no Brasil
Impeachment
Pedalada fiscal
Eleições gerais no Brasil em 2018
