Brasil
2002 no cinema
Minuto
Gênero cinematográfico
Filme de drama
Filme de ação
Diretor de cinema
Fernando Meirelles
Kátia Lund
Produção cinematográfica
Daniel Filho
Produtor executivo
Walter Salles
Roteirista
Bráulio Mantovani
Cidade de Deus (romance)
Paulo Lins
Narrador
Alexandre Rodrigues (ator)
Leandro Firmino
Phellipe Haagensen
Alice Braga
Matheus Nachtergaele
Seu Jorge
Antonio Alves Pinto
César Charlone
Diretor de arte
Daniel Rezende
O2 Filmes
Globo Filmes
Distribuição cinematográfica
Lumière Brasil
Miramax Films
Língua portuguesa
Real (moeda brasileira)
Dólar dos Estados Unidos
Cinema no Brasil
VideoFilmes
Cidade de Deus (Rio de Janeiro)
Década de 1960
Rio de Janeiro (estado)
Década de 1980
Adaptação fílmica
Heitor Dhalia
Tratamento (cinema)
Cinema do Brasil
Óscar
Oscar de melhor direção
Oscar de melhor roteiro adaptado
Oscar de melhor montagem
Oscar de melhor fotografia
Centro (Rio de Janeiro)
Robin Hood
Maconha
Zé Pequeno
Mané Galinha
Boca de fumo
Douglas Silva
Darlan Cunha
Michel Gomes
Sociopata
Jonathan Haagensen
Roberta Rodrigues
Charles Paraventi
Graziella Moretto
Jornal do Brasil
Thiago Martins (artista)
Marcelo Mello Jr.
Micael Borges
Babu Santana
Gero Camilo
Dani Ornellas
Mumuzinho
Mary Sheila
Agência de publicidade
São Paulo (estado)
Narrativa linear
Anos 60
Anos 80
TV Cultura
Syd Field
Sesc
Campos do Jordão
Fernando Solanas
Alexander Payne
Election
Writers Guild of America Award
Los Angeles
Festival de Cannes
Pré-produção
Pós-produção
Ilha de edição
Notícias de uma Guerra Particular
Rappa
Guti Fraga
Vidigal
Fundição Progresso
Lapa (bairro do Rio de Janeiro)
Rocinha
Cantagalo (Rio de Janeiro)
Mangueira (Rio de Janeiro)
Dona Marta
Leandro Firmino da Hora
O Auto da Compadecida (filme)
Guel Arraes
Rede Globo
Brava Gente (2000)
Curta-metragem
Palace II (curta-metragem)
Revista Trip
Videofilmes
Neo-realismo italiano
Cinema novo
Travelling
Filmagem
Telegrama
Workflow
Designer gráfico
Criatividade
Montagem
Banda sonora
Gênero musical
Samba
Rock
Soul
Funk
