2012
9 de novembro
1955
São Paulo
São Paulo (estado)
Brasileiros
Estatura
Diretor de cinema
Ativismo
Produtor cinematográfico
Roteirista
2003
Festival Internacional de Cinema de Cartagena
Ordem de Rio Branco
Ordem do Mérito Cultural
Cidade de Deus (filme)
2002
Lumière Brasil
Brasil
Oscar de melhor direção
Globo de Ouro de melhor direção
BAFTA de melhor direção
2005
The Constant Gardener (filme)
Óscar de melhor atriz secundária
Rachel Weisz
Romance
José Saramago
Ensaio sobre a Cegueira
2008
360 (filme)
2011
Dois Papas
2019
Cerimônia de abertura dos Jogos Olímpicos de Verão de 2016
Jogos Olímpicos de Verão de 2016
Pico da Neblina (série de televisão)
HBO
2015
Globo Filmes
TV Globo
Daniel Filho
Cidade
Médico
Gastroenterologia
Ásia
América do Norte
Cultura
Califórnia
Câmera de vídeo
Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo
Universidade de São Paulo
Década de 1980
Trabalho de conclusão de curso
Paulo Morelli
Marcelo Machado
Rá-Tim-Bum
O2 Filmes
Campanha publicitária
1997
Cidade de Deus (romance)
Paulo Lins
Heitor Dhalia
Agência de publicidade
2001
30 de agosto
Ralph Fiennes
Festival Internacional de Cinema de Veneza
Prêmios Globo de Ouro
British Academy of Film and Television Arts
César Charlone
Ensaio sobre a Cegueira (filme)
Anthony Hopkins
Ben Foster
National Geographic (canal de televisão)
Jonathan Pryce
Menino Maluquinho 2 - A Aventura
Domésticas
Brasil Animado
Elena (filme)
"Rio, Eu Te Amo"
TV Cultura
Som & Fúria
Os Experientes
Felizes para Sempre?
HBO Brasil
Grande Prêmio do Cinema Brasileiro
Lista de premiados no Grande Prêmio do Cinema Brasileiro
Óscar
Festival de Cannes
Palma de Ouro
Luiz Inácio Lula da Silva
AdoroCinema
AlloCiné
Folha de S.Paulo
Universo Online
Felizes Para Sempre?
Cubo (espetáculo de dança)
Base Virtual Internacional de Autoridade
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Catálogo de autoridades de nomes e títulos da Catalunha
Faceted Application of Subject Terminology
Gemeinsame Normdatei
International Standard Name Identifier
Número de controle da Biblioteca do Congresso
Biblioteca Real dos Países Baixos
Sistema Universitário de Documentação
Itaú Cultural
Biblioteca Nacional de Portugal
Union List of Artist Names
IMDb
Biblioteca Nacional da Austrália
Biblioteca Nacional da Polónia
AllMovie
Cinémathèque Française
Korean Movie Database
