1577
1963
Universidade pontifícia
Ordem dos Pregadores
Roma
Itália
Vaticano
Rione Monti
Dominicanos
Ordem Dominicana
Bartolomeu de las Casas
Francisco de Vitória
Papa Bento XIII
Papa João XXIII
Motu proprio
Leão XIII
São Tomás de Aquino
Encíclica
Pontifícia Universidade Antonianum
Pontifícia Universidade Gregoriana
Pontifícia Universidade Lateranense
Pontifícia Universidade Salesiana
Pontifícia Universidade da Santa Cruz
Pontifícia Universidade Urbaniana
Academia da Arcádia
Academia Alfonsiana
Academia Pontifícia do Panteão
Pontifícia Academia das Ciências
Pontifícia Academia de Teologia
Pontifícia Academia de Arqueologia
Pontifícia Academia Mariana
Pontifícia Academia para a Vida
Pontifícia Academia das Ciências Sociais
Pontifícia Academia de Latinidade
Pontifício Ateneu de Santo Anselmo
Pontifício Instituto de Estudos Árabes e Islâmicos
Pontifício Instituto Bíblico
Claretianum
Marianum
Pontifício Instituto Teológico João Paulo II para as Ciências do Matrimônio e da Família
Pontifício Instituto Oriental
Pontifício Instituto de Música Sacra
Base Virtual Internacional de Autoridade
Biblioteca Nacional da França
Gemeinsame Normdatei
Global Research Identifier Database
International Standard Name Identifier
Número de controle da Biblioteca do Congresso
Sistema Universitário de Documentação
