Brasil
Marinha do Brasil
Força de Submarinos
Operações Especiais
Guerra não convencional
Contraterrorismo
Ação direta (militar)
Reconhecimento especial
Contrainsurgência
Forças Especiais
10 de março
1970
Ilha de Mocanguê
Niterói
Força especial
United States Navy SEALs
Serviço de Bote Especial
Ecossistema aquático
Forças de manutenção da paz das Nações Unidas
Haiti
Líbano
Antiterrorismo
Refém
Marinha Nacional Francesa
Uzi
OR-201
Lista de forças especiais
Batalhão de Operações Especiais de Fuzileiros Navais
Esquadrão Aeroterrestre de Salvamento
1.º Batalhão de Forças Especiais
Comando de Operações Táticas
Estados Unidos
Reino Unido
Israel
Shayetet 13
Portugal
Destacamento de Ações Especiais
International Standard Book Number
OCLC
Osprey Publishing
Rio de Janeiro
Águas jurisdicionais brasileiras
Amazônia Azul Tecnologias de Defesa
Arsenal de Marinha do Rio de Janeiro
Centro de Inteligência da Marinha
Centro de Mísseis e Armas Submarinas da Marinha
Centro Experimental Aramar
Lista de comandantes da Marinha do Brasil
Lista de ministros da Marinha do Brasil
Diretoria de Portos e Costas
Lista das embarcações da Marinha do Brasil
Lista de embarcações de pequeno porte da Marinha do Brasil
Lista de navios descomissionados da Marinha do Brasil
Empresa Gerencial de Projetos Navais
Comando da Força de Submarinos
Futuro da Marinha do Brasil
Grupamento Naval do Sul-Sudeste
Hospital Naval Marcílio Dias
Corpo de Intendentes da Marinha
Laboratório Farmacêutico da Marinha
Marinha Mercante Brasileira
Centro de Instrução Almirante Brás de Aguiar
Centro de Instrução Almirante Graça Aranha
Escola de Formação de Oficiais da Marinha Mercante
Fundo da Marinha Mercante
Lista de programas da Marinha do Brasil
Programa Antártico Brasileiro
Programa de Desenvolvimento de Submarinos
Serviço de Identificação da Marinha
Tribunal Marítimo
Aviação Naval Brasileira
1.º Esquadrão de Aviões de Interceptação e Ataque
1.º Esquadrão de Helicópteros Antissubmarino
1.º Esquadrão de Helicópteros de Esclarecimento e Ataque
Base Aérea Naval de São Pedro da Aldeia
Diretoria de Aeronáutica da Marinha
Problema da aviação embarcada
Batalha das Toninhas
Revolta da Armada
Revolta da Chibata
Revolta dos Marinheiros de 1964
Diretoria do Patrimônio Histórico e Documentação da Marinha
Arquivo da Marinha
Arsenal da Marinha de Pernambuco
Arte Naval
Biblioteca da Marinha (Brasil)
Centro Cultural da Marinha em Santa Catarina
Clube Naval (Rio de Janeiro)
Dia do Marinheiro
Dia Nacional do Amigo da Marinha
Espaço Cultural da Marinha
Ilha Fiscal
"Medalha ""Amigo da Marinha"""
Museu da Aviação Naval
Museu Naval (Rio de Janeiro)
Revista Marítima Brasileira
Colégio Naval
Escolas de Aprendizes-Marinheiros do Brasil
Escola de Aprendizes-Marinheiros do Espírito Santo
Escola de Aprendizes-Marinheiros de Pernambuco
Escola de Guerra Naval
Escola Naval (Brasil)
Corpo de Fuzileiros Navais
Banda do Corpo de Fuzileiros Navais
Batalhão de Blindados de Fuzileiros Navais
Lista de equipamentos do Corpo de Fuzileiros Navais
Batalhão de Operações Ribeirinhas
Batalhão de Viaturas Anfíbias
