2017
Agência Brasil
Ministério
Poder Executivo do Brasil
Fernando Haddad
Real (moeda brasileira)
2015
Brasil
Eixo Monumental
Ministério da Economia (Brasil)
25 de março
1824
1 de janeiro
2023
2019
Academia Imperial de Belas Artes
Poder Executivo Federal do Brasil
Administração pública
Política econômica
Governo do Brasil
Secretaria do Tesouro Nacional
Receita Federal do Brasil
Ministro da Fazenda
Governo Jair Bolsonaro
Medida provisória
"Ministério do Planejamento, Desenvolvimento e Gestão"
"Ministério da Indústria, Comércio Exterior e Serviços"
Ministério do Trabalho e Previdência (Brasil)
Ministério do Planejamento e Orçamento
Ministério da Gestão e da Inovação em Serviços Públicos
"Ministério do Desenvolvimento, Indústria, Comércio e Serviços"
Luiz Inácio Lula da Silva
Partido dos Trabalhadores
Etimologia
Latim
Erário Régio
Portugal
Lisboa
Rio de Janeiro
Coroa Portuguesa
João VI de Portugal
"Reino Unido de Portugal, Brasil e Algarves"
Reino de Portugal
1891
Governo Collor
Espanha
Chile
Dom João VI
Azienda
Império Colonial Português
Fernando José de Portugal
Independência do Brasil
1822
1831
Ministério das Finanças (Portugal)
Constituição do Império
Deodoro da Fonseca
Ruy Barbosa
Jair Bolsonaro
Secretaria Executiva
Secretaria da Receita Federal do Brasil
Secretaria de Política Econômica
Secretaria de Acompanhamento Econômico
Procuradoria-Geral da Fazenda Nacional
Escola de Administração Fazendária
Conselho Monetário Nacional
Conselho Nacional de Política Fazendária
Conselho de Recursos do Sistema Financeiro Nacional
Conselho Nacional de Seguros Privados
Conselho de Controle de Atividades Financeiras
Conselho Administrativo de Recursos Fiscais
Comissão de Valores Mobiliários
Superintendência de Seguros Privados
Casa da Moeda do Brasil
Serviço Federal de Processamento de Dados
Caixa Econômica Federal
Empresa Gestora de Ativos
Banco do Brasil
Instituto de Resseguros do Brasil
Banco da Amazônia
Banco do Nordeste do Brasil
Lista de ministros da Fazenda do Brasil
Ministérios do Brasil
Secretaria de Assuntos Estratégicos
International Standard Serial Number
O Globo
Extra (jornal do Rio de Janeiro)
Wayback Machine
Ministério da Agricultura e Pecuária
Ministério das Cidades
"Ministério da Ciência, Tecnologia e Inovação"
Ministério das Comunicações (Brasil)
Ministério da Cultura (Brasil)
Ministério da Defesa (Brasil)
Ministério do Desenvolvimento Agrário e Agricultura Familiar
"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome"
Ministério dos Direitos Humanos e da Cidadania
Ministério da Educação (Brasil)
"Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte"
Ministério do Esporte (Brasil)
Ministério da Igualdade Racial
Ministério da Integração e do Desenvolvimento Regional
Ministério da Justiça e Segurança Pública (Brasil)
Ministério do Meio Ambiente e Mudança do Clima
Ministério de Minas e Energia
Ministério das Mulheres
Ministério da Pesca e Aquicultura
Ministério dos Portos e Aeroportos
Ministério dos Povos Indígenas
Ministério da Previdência Social
Ministério das Relações Exteriores (Brasil)
Ministério da Saúde (Brasil)
Ministério do Trabalho e Emprego
Ministério dos Transportes (Brasil)
Ministério do Turismo (Brasil)
Secretaria de Comunicação Social
Secretaria-Geral da Presidência da República
Secretaria de Relações Institucionais
Advocacia-Geral da União
Casa Civil (Brasil)
Controladoria-Geral da União
Gabinete de Segurança Institucional da Presidência da República
Estado do Brasil
Fernando José de Portugal e Castro
António de Araújo e Azevedo
João Paulo Bezerra de Seixas
Tomás António de Vila Nova Portugal
Diogo de Meneses
Pedro I do Brasil
Caetano Pinto de Miranda Montenegro
Martim Francisco Ribeiro de Andrada
Primeiro reinado
Manuel Jacinto Nogueira da Gama
Sebastião Luís Tinoco da Silva
Mariano José Pereira da Fonseca
Felisberto Caldeira Brant Pontes de Oliveira Horta
Antônio Luís Pereira da Cunha
João Severiano Maciel da Costa
Miguel Calmon du Pin e Almeida
José Clemente Pereira
José Bernardino Batista Pereira de Almeida
José Antônio Lisboa
Antônio Francisco de Paula de Holanda Cavalcanti de Albuquerque
Período regencial (Brasil)
José Inácio Borges
Bernardo Pereira de Vasconcelos
Joaquim José Rodrigues Torres
Nicolau Pereira de Campos Vergueiro
Cândido José de Araújo Viana
Antônio Pinto Chichorro da Gama
Manuel do Nascimento Castro e Silva
Manuel Alves Branco
Cândido Batista de Oliveira
Silva Maia
Segundo reinado
Pedro II do Brasil
Joaquim Francisco Viana
José Joaquim Fernandes Torres
Saturnino de Sousa e Oliveira Coutinho
Antônio Paulino Limpo de Abreu
Dias de Carvalho
Francisco de Paula Sousa e Melo
Bernardo de Sousa Franco
Pedro de Araújo Lima
Paulino José Soares de Sousa
Manuel Felizardo de Sousa e Melo
Honório Hermeto Carneiro Leão
João Maurício Wanderley
Francisco de Sales Torres Homem
Ângelo Moniz da Silva Ferraz
José Maria da Silva Paranhos
Carlos Carneiro de Campos
Francisco de Paula da Silveira Lobo
João da Silva Carrão
Zacarias de Góis e Vasconcelos
João Lins Vieira Cansanção de Sinimbu
Gaspar da Silveira Martins
Afonso Celso de Assis Figueiredo
José Antônio Saraiva
Martinho Álvares da Silva Campos
João Lustosa da Cunha Paranaguá
Lafayette Rodrigues Pereira
Sousa Dantas
Francisco Belisário Soares de Sousa
João Alfredo Correia de Oliveira
Cândido Luís Maria de Oliveira
Primeira República Brasileira
Cronologia da Primeira República Brasileira
Tristão de Alencar Araripe
Henrique Pereira de Lucena
Antão Gonçalves de Faria
Rodrigues Alves
Serzedelo Correia
Felisbelo Firmo de Oliveira Freire
Alexandre Cassiano do Nascimento
Bernardino de Campos (político)
Joaquim Murtinho
Sabino Barroso
Leopoldo de Bulhões (político)
David Morethson Campista
Francisco Antônio de Sales
Rivadávia Correia
Pandiá Calógeras
Augusto Tavares de Lira
Antônio Carlos Ribeiro de Andrada (IV)
Amaro Cavalcanti
João Ribeiro de Oliveira e Sousa
Homero Batista
Rafael de Abreu Sampaio Vidal
Aníbal Freire da Fonseca
Getúlio Vargas
Oliveira Botelho
Era Vargas
Cronologia da Segunda República Brasileira
Cronologia da Terceira República Brasileira
Agenor Lafayette de Roure
José Maria Whitaker
Osvaldo Aranha
Artur de Sousa Costa
Orlando Bandeira Vilela
Romero Estelita Cavalcanti Pessoa
Paulo de Lira Tavares
José Pires do Rio
Período Populista
Cronologia da Quarta República Brasileira
Gastão Vidigal
Onaldo Brancante Machado
Pedro Luís Correia e Castro
Oscar Santa Maria Pereira
José Vieira Machado
Ovídio de Abreu
Manuel Guilherme da Silveira Filho
Horácio Lafer
Alberto Andrade de Queirós
Eugênio Gudin
Otávio Gouveia de Bulhões
Mário Leopoldo Pereira da Câmara
José Maria Alkmin
Sebastião Paes de Almeida
João de Oliveira Castro Viana Júnior
Lucas Lopes
Maurício Chagas Bicalho
Antônio Carlos Barcellos
Clemente Mariani
Hamilton Prisco Paraíso
Walther Moreira Salles
Tancredo Neves
Francisco de Paula Brochado da Rocha
Henrique Domingos Ribeiro Barbosa
Miguel Calmon du Pin e Almeida Sobrinho
San Tiago Dantas
Antônio Balbino
Carvalho Pinto
Hélio Bicudo
Ney Neves Galvão
Waldyr Ramos Borges
Ditadura militar brasileira
Cronologia da ditadura militar brasileira
Roberto Campos
Eduardo Lopes Rodrigues
Delfim Netto
Fernando Ribeiro do Val
José Flávio Pécora
Mário Henrique Simonsen
Karlos Heinz Rischbieter
Márcio Fortes
Ernane Galvêas
Eduardo Pereira de Carvalho
Carlos Viacava
Nova República
Cronologia da Sexta República Brasileira
Francisco Dornelles
Dilson Funaro
Luiz Carlos Bresser-Pereira
Maílson da Nóbrega
Zélia Cardoso de Mello
Marcílio Marques Moreira
Gustavo Krause
Paulo Roberto Haddad
Eliseu Resende
Fernando Henrique Cardoso
Rubens Ricupero
Ciro Gomes
Pedro Malan
Antonio Palocci
Guido Mantega
Bernard Appy
Joaquim Levy
Nelson Barbosa
Henrique Meirelles
Eduardo Guardia
Bruno Funchal
Esteves Colnago
International Standard Name Identifier
