Brasil
Marinha do Brasil
Inglaterra
Lançamento ao mar
Fragata
Classe (navio)
Classe Niterói
Metros
Calado
Nó (unidade)
Westland AH-11A Super Lynx
Década de 1970
1975
2 de maio
7 de fevereiro
1976
18 de novembro
1978
Lista das embarcações da Marinha do Brasil
Lista de navios descomissionados da Marinha do Brasil
F Niteroi (F-40)
F Defensora (F-41)
F Constituição (F-42)
F Independência (F-44)
F União (F-45)
