Brasil
1997 no cinema
Minuto
Gênero cinematográfico
Filme de drama
Diretor de cinema
Bruno Barreto
Produção cinematográfica
Lucy Barreto
Luiz Carlos Barreto
Roteirista
Leopoldo Serran
Fernando Gabeira
Pedro Cardoso
Fernanda Torres
Alan Arkin
Selton Mello
Luiz Fernando Guimarães
Stewart Copeland
Distribuição cinematográfica
RioFilme
Miramax
1 de maio
1997
Estados Unidos
30 de janeiro
1998
Língua portuguesa
Língua inglesa
Filme
"O Que É Isso, Companheiro?"
Oscar de melhor filme estrangeiro
Sequestro do embaixador dos Estados Unidos no Brasil em 1969
Charles Burke Elbrick
MR-8
Ação Libertadora Nacional
Maria Augusta Carneiro
Vladimir Palmeira
Franklin Martins
Matheus Nachtergaele
Virgílio Gomes da Silva
Cláudia Abreu
Vera Sílvia Magalhães
Caio Junqueira
Cid Benjamin
Nélson Dantas
Joaquim Câmara Ferreira
Fernanda Montenegro
Eduardo Moscovis
Marco Ricca
Maurício Gonçalves
Alessandra Negrini
Fisher Stevens
Lulu Santos
Movimento Revolucionário 8 de Outubro
Jornalista
Partido Verde
The New York Times
Tortura
Roger Ebert
American Film Institute
Alemanha
Festival Internacional de Cinema de Berlim
Urso de Ouro
Espanha
Semana Internacional de Cine de Valladolid
Academy Awards
Óscar de melhor filme estrangeiro
Prêmio Guarani de Cinema Brasileiro 1998
Portrait of a Terrorist
Helena Solberg
Lista de representantes brasileiros para o Oscar de Melhor Filme Estrangeiro
IMDb
Box Office Mojo
Rotten Tomatoes
Tati (filme)
A Estrela Sobe
Dona Flor e Seus Dois Maridos (filme de 1976)
O Beijo no Asfalto (1980)
Amor Bandido
Gabriela (filme)
Além da Paixão
Romance da Empregada
The Heart of Justice
Bossa Nova (filme)
View from the Top
O Casamento de Romeu e Julieta
Caixa Dois (filme)
Última Parada 174
Crô - O Filme
Flores Raras
Férias Trocadas
Vovó Ninja
Uma Escola Atrapalhada
Lamarca
Guerra de Canudos (filme)
O Auto da Compadecida (filme)
Lavoura Arcaica
Caramuru - A Invenção do Brasil
Lisbela e o Prisioneiro
Garotas do ABC
Nina (filme)
O Coronel e o Lobisomem (2005)
Árido Movie
Federal (filme)
Tarantino's Mind
O Cheiro do Ralo (filme)
Os Desafinados
Meu Nome Não É Johnny
A Mulher Invisível (filme)
A Erva do Rato
Jean Charles (filme)
Lope
O Palhaço
Reis e Ratos
Billi Pig
Trash - A Esperança Vem do Lixo
Meu Amigo Hindu
O Filme da Minha Vida
Dona Santa
Braço de Ferro (telenovela)
Corpo a Corpo
Sinhá Moça (1986)
Desejo (minissérie)
Pedra sobre Pedra
Olho no Olho
Tropicaliente
A Próxima Vítima (telenovela)
A Comédia da Vida Privada
A Indomada
O Auto da Compadecida (minissérie)
Força de um Desejo
A Invenção do Brasil
Os Maias (minissérie)
Os Normais
Os Aspones
O Sistema (telessérie)
A Cura (telessérie)
A Mulher Invisível (telessérie)
Ligações Perigosas (minissérie)
Treze Dias Longe do Sol
O Mecanismo
Sessão de Terapia
Nos Tempos do Imperador
Police Academy
The Goonies
The Karate Kid Part II
The Karate Kid Part III
Indiana Jones and the Last Crusade
Linha Mortal
The Emperor's New Groove
Brother Bear
Uma História de Amor e Fúria
Lino - O Filme: Uma Aventura de Sete Vidas
Dinosaucers
Duck Tales
Quando o Tempo Cair
Feliz Natal (filme)
Cinema do Brasil
Observatório Europeu do Audiovisual
The Numbers
TV.com
TV Guide
AllMovie
AlloCiné
Cinémathèque Française
FilmAffinity
Letterboxd
Moviepilot
Netflix
Óscar
Turner Classic Movies
The Movie Database
